Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
147	504	0	0.986471133	101325.615	101325.627	101325.615	101325.64	0.0256047922	0	0	0	452.987	0	0	3
148	507	0	0.993181821	101325.614	101325.627	101325.614	101325.64	0.0263912163	0	0	0	452.796	0	0	3
149	510	0	0.999892509	101325.614	101325.626	101325.614	101325.64	0.0263912163	0	0	0	452.617	0	0	3
150	513	0	1.0066032	101325.614	101325.626	101325.614	101325.64	0.0267199637	0.0246923417	0	0	452.195	0	0	3
151	516	0	1.01331388	101325.613	101325.626	101325.613	101325.64	0.0276362721	0.0246923417	0	0	452.361	0	0	3
152	520	0	1.02002457	101325.613	101325.625	101325.613	101325.64	0.0276362721	0.0246923417	0	0	451.862	0	0	3
153	523	0	1.02673526	101325.612	101325.625	101325.612	101325.64	0.0279599295	0.0246923417	0	0	452.136	0	0	3
154	526	0	1.03344595	101325.612	101325.625	101325.612	101325.639	0.0277178968	0.0246923417	0	0	451.972	0	0	3
155	529	0	1.04015664	101325.612	101325.624	101325.612	101325.638	0.0265809527	0.0246923417	0	0	452.184	0	0	3
156	533	0	1.04686732	101325.611	101325.624	101325.611	101325.638	0.0268638988	0.0246923417	0	0	452.28	0	0	3
157	536	0	1.05357801	101325.611	101325.624	101325.611	101325.637	0.0255607727	0.0246923417	0	0	452.689	0	0	3
158	539	0	1.0602887	101325.612	101325.623	101325.611	101325.634	0.0235072704	0.0246923417	0	0	452.113	0	0	3
159	542	0	1.06699939	101325.611	101325.623	101325.611	101325.634	0.0225617587	0.0246923417	0	0	452.699	0	0	3
160	546	0	1.07371008	101325.611	101325.623	101325.611	101325.633	0.0218308006	0.0246923417	0	0	452.317	0	0	3
161	549	0	1.08042076	101325.612	101325.622	101325.611	101325.632	0.0210630303	0.0246923417	0	0	452.417	0	0	3
