Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	10	0	0.00671068798	0.118853376	0.118853376	0.118853376	0.118853376	0	0	0	0	17.0825	0	0	3
2	13	0	0.013421376	0.117885883	0.118369629	0.117885883	0.118853376	0.000483746392	0	0	0	15.9892	0	0	3
3	17	0	0.0201320639	0.12215928	0.119632846	0.117885883	0.12215928	0.0012632168	0	0	0	15.4374	0	0	3
4	20	0	0.0268427519	0.11948283	0.119595342	0.117885883	0.12215928	0.0012632168	0	0	0	15.5196	0	0	3
5	24	0	0.0335534399	0.124153672	0.120507008	0.117885883	0.124153672	0.00213737872	0	0	0	15.6976	0	0	3
6	28	0	0.0402641279	0.121996097	0.120755189	0.117885883	0.124153672	0.00238556024	0	0	0	16.2549	0	0	3
7	31	0	0.0469748158	0.139407362	0.123419786	0.117885883	0.139407362	0.00505015637	0	0	0	16.7707	0	0	3
8	34	0	0.0536855038	0.139778063	0.12546457	0.117885883	0.139778063	0.00709494108	0	0	0	17.2615	0	0	3
9	38	0	0.0603961918	0.163080818	0.129644153	0.117885883	0.163080818	0.0112745242	0	0	0	17.6825	0	0	3
10	41	0	0.0671068798	0.168472344	0.133526972	0.117885883	0.168472344	0.0151573433	0	0	0	18.048	0	0	3
11	44	0	0.0738175678	0.20607762	0.140122486	0.117885883	0.20607762	0.0217528567	0	0	0	18.3728	0	0	3
12	48	0	0.0805282557	0.220352032	0.146808281	0.117885883	0.220352032	0.0284386522	0	0	0	18.5618	0	0	3
13	51	0	0.0872389437	0.254939842	0.155126094	0.117885883	0.254939842	0.0367564645	0	0	0	18.653	0	0	3
14	55	0	0.0939496317	0.272926287	0.163540393	0.117885883	0.272926287	0.045170764	0	0	0	18.6581	0	0	3
15	58	0	0.10066032	0.306126861	0.173046158	0.117885883	0.306126861	0.0546765286	0	0	0	18.6696	0	0	3
16	61	0	0.107371008	0.338040284	0.183358291	0.117885883	0.338040284	0.0649886614	0	0	0	18.6411	0	0	3
17	65	0	0.114081696	0.379229584	0.194880131	0.117885883	0.379229584	0.0765105022	0	0	0	18.5423	0	0	3
18	68	0	0.120792384	0.401801004	0.206375735	0.117885883	0.401801004	0.0880061063	0	0	0	18.4219	0	0	3
19	71	0	0.127503072	0.437648821	0.218548003	0.117885883	0.437648821	0.100178374	0	0	0	18.3314	0	0	3
20	75	0	0.13421376	0.458134741	0.23052734	0.117885883	0.458134741	0.112157711	0	0	0	18.3012	0	0	3
21	78	0	0.140924448	0.503435465	0.243522965	0.117885883	0.503435465	0.125153336	0	0	0	18.3028	0	0	3
22	82	0	0.147635136	0.53074949	0.256578716	0.117885883	0.53074949	0.138209087	0	0	0	18.319	0	0	3
23	85	0	0.154345823	0.56371443	0.269932443	0.117885883	0.56371443	0.151562814	0	0	0	18.426	0	0	3
24	89	0	0.161056511	0.583523915	0.282998754	0.117885883	0.583523915	0.164629125	0	0	0	18.3432	0	0	3
25	92	0	0.167767199	0.606906422	0.295955061	0.117885883	0.606906422	0.177585432	0	0	0	18.3812	0	0	3
26	95	0	0.174477887	0.629415936	0.308780479	0.117885883	0.629415936	0.19041085	0	0	0	18.6152	0	0	3
27	99	0	0.181188575	0.654026769	0.321567379	0.117885883	0.654026769	0.20319775	0	0	0	18.5591	0	0	3
28	102	0	0.187899263	0.669471826	0.333992538	0.117885883	0.669471826	0.215622908	0	0	0	18.6732	0	0	3
29	106	0	0.194609951	0.690200997	0.346275588	0.117885883	0.690200997	0.227905959	0	0	0	18.618	0	0	3
30	109	0	0.201320639	0.703446516	0.358181286	0.117885883	0.703446516	0.239811656	0	0	0	18.5338	0	0	3
31	112	0	0.208031327	0.729539154	0.370160572	0.117885883	0.729539154	0.251790942	0	0	0	18.8809	0	0	3
32	116	0	0.214742015	0.750225458	0.382037599	0.117885883	0.750225458	0.26366797	0	0	0	18.8273	0	0	3
33	119	0	0.221452703	0.77342194	0.393897731	0.117885883	0.77342194	0.275528102	0	0	0	18.8678	0	0	3
34	123	0	0.228163391	0.79422251	0.405671989	0.117885883	0.79422251	0.28730236	0	0	0	18.7962	0	0	3
35	126	0	0.234874079	0.816539135	0.41741105	0.117885883	0.816539135	0.299041421	0	0	0	19.1094	0	0	3
36	129	0	0.241584767	0.848950916	0.429398269	0.117885883	0.848950916	0.31102864	0	0	0	18.8505	0	0	3
37	133	0	0.248295455	0.880054922	0.441578178	0.117885883	0.880054922	0.323208549	0	0	0	18.9394	0	0	3
38	136	0	0.255006143	0.909996313	0.453904971	0.117885883	0.909996313	0.335535342	0	0	0	19.0793	0	0	3
39	140	0	0.261716831	0.938780363	0.466337674	0.117885883	0.938780363	0.347968045	0	0	0	19.0016	0	0	3
40	143	0	0.268427519	0.967094104	0.478856585	0.117885883	0.967094104	0.360486955	0	0	0	19.0929	0	0	3
41	146	0	0.275138207	1.00672171	0.491731344	0.117885883	1.00672171	0.373361714	0	0	0	18.9124	0	0	3
42	150	0	0.281848895	1.04545745	0.504915299	0.117885883	1.04545745	0.386545669	0	0	0	18.909	0	0	3
43	154	0	0.288559583	1.08311318	0.518361761	0.117885883	1.08311318	0.399992132	0	0	0	19.2548	0	0	3
44	157	0	0.295270271	1.12018134	0.532039479	0.117885883	1.12018134	0.41366985	0	0	0	18.9096	0	0	3
45	161	0	0.301980959	1.15535092	0.545890844	0.117885883	1.15535092	0.427521215	0	0	0	19.1633	0	0	3
46	165	0	0.308691647	1.1899495	0.559892119	0.117885883	1.1899495	0.44152249	0	0	0	19.1523	0	0	3
47	168	0	0.315402335	1.22294014	0.573999524	0.117885883	1.22294014	0.455629895	0	0	0	19.151	0	0	3
48	172	0	0.322113023	1.2537903	0.588161832	0.117885883	1.2537903	0.469792203	0	0	0	19.2862	0	0	3
49	176	0	0.328823711	1.2802319	0.602285711	0.117885883	1.2802319	0.483916082	0	0	0	19.0853	0	0	3
50	179	0	0.335534399	1.30467454	0.616333487	0.117885883	1.30467454	0.497963858	0	0	0	19.1565	0	0	3
51	183	0	0.342245087	1.32319667	0.63019355	0.117885883	1.32319667	0.511823921	0	0	0	19.4065	0	0	3
52	186	0	0.348955775	1.33645123	0.643775428	0.117885883	1.33645123	0.525405799	0	0	0	18.8688	0	0	3
53	190	0	0.355666463	1.34458217	0.656998197	0.117885883	1.34458217	0.538628568	0	0	0	19.4095	0	0	3
54	193	0	0.362377151	1.34879828	0.66980931	0.117885883	1.34879828	0.551439681	0	0	0	19.0483	0	0	3
55	197	0	0.369087839	1.35108347	0.682196113	0.117885883	1.35108347	0.563826483	0	0	0	19.0979	0	0	3
56	201	0	0.375798527	1.35229941	0.694162243	0.117885883	1.35229941	0.575792614	0	0	0	19.3399	0	0	3
57	204	0	0.382509215	1.35083326	0.705682787	0.117885883	1.35229941	0.587313158	0	0	0	19.1719	0	0	3
58	208	0	0.389219903	1.35132841	0.716814608	0.117885883	1.35229941	0.598444979	0	0	0	18.9781	0	0	3
59	211	0	0.395930591	1.35327507	0.727602074	0.117885883	1.35327507	0.609232445	0	0	0	19.7669	0	0	3
60	215	0	0.402641279	1.35550913	0.738067191	0.117885883	1.35550913	0.619697562	0	0	0	18.8417	0	0	3
61	218	0	0.409351967	1.36018385	0.748265825	0.117885883	1.36018385	0.629896196	0	0	0	19.0406	0	0	3
62	222	0	0.416062655	1.36660913	0.758239104	0.117885883	1.36660913	0.639869475	0	0	0	18.8255	0	0	3
63	225	0	0.422773343	1.37340754	0.768003683	0.117885883	1.37340754	0.649634054	0	0	0	18.6692	0	0	3
64	229	0	0.429484031	1.38200657	0.777597478	0.117885883	1.38200657	0.659227849	0	0	0	18.76	0	0	3
65	232	0	0.436194719	1.39089716	0.787032858	0.117885883	1.39089716	0.668663228	0	0	0	19.3218	0	0	3
66	235	0	0.442905407	1.39809563	0.796291384	0.117885883	1.39809563	0.677921755	0	0	0	18.8084	0	0	3
67	239	0	0.449616094	1.40572213	0.805387366	0.117885883	1.40572213	0.687017737	0	0	0	18.6151	0	0	3
68	243	0	0.456326782	1.41220192	0.814311109	0.117885883	1.41220192	0.69594148	0	0	0	18.8904	0	0	3
69	246	0	0.46303747	1.41641868	0.823037306	0.117885883	1.41641868	0.704667677	0	0	0	18.6358	0	0	3
70	250	0	0.469748158	1.41990945	0.831564051	0.117885883	1.41990945	0.713194422	0	0	0	18.7113	0	0	3
71	253	0	0.476458846	1.42262834	0.8398889	0.117885883	1.42262834	0.721519271	0	0	0	18.8699	0	0	3
72	256	0	0.483169534	1.4248216	0.848012965	0.117885883	1.4248216	0.729643336	0	0	0	18.5021	0	0	3
73	260	0	0.489880222	1.42754354	0.85595174	0.117885883	1.42754354	0.737582111	0	0	0	18.667	0	0	3
74	263	0	0.49659091	1.43107597	0.863723689	0.117885883	1.43107597	0.74535406	0	0	0	18.9888	0	0	3
75	266	0	0.503301598	1.43482171	0.87133833	0.117885883	1.43482171	0.7529687	0	0	0	18.6279	0	0	3
76	270	0	0.510012286	1.4386413	0.888935502	0.117885883	1.4386413	0.770565873	0	0	0	18.886	0	0	3
77	273	0	0.516722974	1.44302923	0.90660408	0.11948283	1.44302923	0.787008738	0	0	0	18.8524	0	0	3
78	277	0	0.523433662	1.44648731	0.924261787	0.11948283	1.44648731	0.804666445	0	0	0	18.6292	0	0	3
79	280	0	0.53014435	1.45024046	0.942005222	0.121996097	1.45024046	0.821498214	0	0	0	18.7421	0	0	3
80	283	0	0.536855038	1.45398796	0.959736346	0.121996097	1.45398796	0.838981156	0	0	0	18.7464	0	0	3
81	287	0	0.543565726	1.45685766	0.9775345	0.139407362	1.45685766	0.854114714	0	0	0	18.6993	0	0	3
82	290	0	0.550276414	1.45969128	0.995138286	0.139778063	1.45969128	0.869673715	0	0	0	18.4819	0	0	3
83	293	0	0.556987102	1.46215166	1.01276993	0.163080818	1.46215166	0.88312578	0	0	0	18.6924	0	0	3
84	297	0	0.56369779	1.46348306	1.03010863	0.168472344	1.46348306	0.896581658	0	0	0	18.5039	0	0	3
85	300	0	0.570408478	1.46496186	1.04739516	0.20607762	1.46496186	0.907272671	0	0	0	18.661	0	0	3
86	303	0	0.577119166	1.46626486	1.06419765	0.220352032	1.46626486	0.917389372	0	0	0	18.4912	0	0	3
87	307	0	0.583829854	1.46676751	1.08081653	0.254939842	1.46676751	0.925690433	0	0	0	18.3787	0	0	3
88	310	0	0.590540542	1.46768899	1.09698652	0.272926287	1.46768899	0.933446122	0	0	0	18.6772	0	0	3
89	313	0	0.59725123	1.46869589	1.11293011	0.306126861	1.46869589	0.939883952	0	0	0	18.4228	0	0	3
90	317	0	0.603961918	1.46932196	1.12843938	0.338040284	1.46932196	0.945081087	0	0	0	18.3099	0	0	3
91	320	0	0.610672606	1.47019181	1.14353473	0.379229584	1.47019181	0.9486546	0	0	0	18.6458	0	0	3
